epoch,lossD,lossG
1,0.8584451675415039,1.8385430574417114
2,0.6307123303413391,1.8811860084533691
3,0.8352725505828857,2.480050563812256
4,1.0996007919311523,1.0958659648895264
5,1.0704166889190674,1.4014674425125122
